area,month,year,growth_rate_perc,visitor_arrivals,source
Afghanistan,1,2019,0.0,263,https://statistics.jnto.go.j
Afghanistan,2,2019,0.0,205,https://statistics.jnto.go.j
Afghanistan,3,2019,0.0,245,https://statistics.jnto.go.j
Afghanistan,4,2019,0.0,244,https://statistics.jnto.go.j
Afghanistan,5,2019,0.0,172,https://statistics.jnto.go.j
Afghanistan,6,2019,0.0,249,https://statistics.jnto.go.j
Afghanistan,7,2019,0.0,191,https://statistics.jnto.go.j
Afghanistan,8,2019,0.0,322,https://statistics.jnto.go.j
Afghanistan,9,2019,0.0,414,https://statistics.jnto.go.j
Afghanistan,10,2019,0.0,328,https://statistics.jnto.go.j
Afghanistan,11,2019,0.0,232,https://statistics.jnto.go.j
Afghanistan,12,2019,0.0,204,https://statistics.jnto.go.j
Afghanistan,1,2020,800.0,270,https://statistics.jnto.go.j
Afghanistan,2,2020,738.2353,285,https://statistics.jnto.go.j
Afghanistan,3,2020,316.6667,175,https://statistics.jnto.go.j
Afghanistan,4,2020,-86.8421,5,https://statistics.jnto.go.j
Afghanistan,5,2020,-100.0,0,https://statistics.jnto.go.j
Afghanistan,6,2020,-79.4872,8,https://statistics.jnto.go.j
Afghanistan,7,2020,-11.9048,37,https://statistics.jnto.go.j
Afghanistan,8,2020,-40.1274,94,https://statistics.jnto.go.j
Afghanistan,9,2020,-1.3158,75,https://statistics.jnto.go.j
Afghanistan,10,2020,-14.7826,98,https://statistics.jnto.go.j
Afghanistan,11,2020,255.102,174,https://statistics.jnto.go.j
Afghanistan,12,2020,346.1538,232,https://statistics.jnto.go.j
Afghanistan,1,2021,120.0,132,https://statistics.jnto.go.j
Afghanistan,2,2021,266.6667,99,https://statistics.jnto.go.j
Afghanistan,3,2021,623.0769,94,https://statistics.jnto.go.j
Afghanistan,4,2021,2966.6667,92,https://statistics.jnto.go.j
Afghanistan,5,2021,0.0,121,https://statistics.jnto.go.j
Afghanistan,6,2021,83.0,84,https://statistics.jnto.go.j
Afghanistan,7,2021,445.0,91,https://statistics.jnto.go.j
Afghanistan,8,2021,41.0,84,https://statistics.jnto.go.j
Afghanistan,9,2021,485.0,99,https://statistics.jnto.go.j
Afghanistan,10,2021,2164.7059,385,https://statistics.jnto.go.j
Afghanistan,11,2021,1728.5714,256,https://statistics.jnto.go.j
Afghanistan,12,2021,362.0,186,https://statistics.jnto.go.j
Afghanistan,1,2022,2475.0,103,https://statistics.jnto.go.j
Afghanistan,2,2022,174.0,175,https://statistics.jnto.go.j
Afghanistan,3,2022,8333.3333,253,https://statistics.jnto.go.j
Afghanistan,4,2022,2663.6364,304,https://statistics.jnto.go.j
Afghanistan,5,2022,4916.6667,301,https://statistics.jnto.go.j
Afghanistan,6,2022,3277.7778,304,https://statistics.jnto.go.j
Afghanistan,7,2022,713.7931,236,https://statistics.jnto.go.j
Afghanistan,8,2022,1606.25,273,https://statistics.jnto.go.j
Afghanistan,9,2022,14166.6667,428,https://statistics.jnto.go.j
Afghanistan,10,2022,1915.0,385,https://statistics.jnto.go.j
Afghanistan,11,2022,2971.4286,215,https://statistics.jnto.go.j
Afghanistan,12,2022,238.0,239,https://statistics.jnto.go.j
Afghanistan,1,2023,518.0,264,https://statistics.jnto.go.j
Afghanistan,2,2023,207.0,217,https://statistics.jnto.go.j
Afghanistan,3,2023,684.6154,204,https://statistics.jnto.go.j
Afghanistan,4,2023,776.0,219,https://statistics.jnto.go.j
Afghanistan,5,2023,852.0,238,https://statistics.jnto.go.j
Afghanistan,6,2023,2971.4286,215,https://statistics.jnto.go.j
Afghanistan,7,2023,1176.1905,268,https://statistics.jnto.go.j
Afghanistan,8,2023,1162.5,404,https://statistics.jnto.go.j
Afghanistan,9,2023,540.0,320,https://statistics.jnto.go.j
Afghanistan,10,2023,519.1489,291,https://statistics.jnto.go.j
Afghanistan,11,2023,254.9296,252,https://statistics.jnto.go.j
Afghanistan,12,2023,615.625,229,https://statistics.jnto.go.j
Afghanistan,1,2024,507.6923,237,https://statistics.jnto.go.j
Afghanistan,2,2024,367.5676,173,https://statistics.jnto.go.j
Afghanistan,3,2024,277.0833,181,https://statistics.jnto.go.j
Afghanistan,4,2024,418.6047,223,https://statistics.jnto.go.j
Afghanistan,5,2024,695.2381,334,https://statistics.jnto.go.j
Afghanistan,6,2024,566.6667,220,https://statistics.jnto.go.j
Afghanistan,7,2024,398.1818,274,https://statistics.jnto.go.j
Afghanistan,8,2024,690.0,316,https://statistics.jnto.go.j
Afghanistan,9,2024,478.9474,440,https://statistics.jnto.go.j
Afghanistan,10,2024,351.7647,384,https://statistics.jnto.go.j
Afghanistan,11,2024,416.9811,274,https://statistics.jnto.go.j
Afghanistan,12,2024,338.7097,272,https://statistics.jnto.go.j
Afghanistan,1,2025,256.044,324,https://statistics.jnto.go.j
Afghanistan,2,2025,430.9091,292,https://statistics.jnto.go.j
Afghanistan,3,2025,47.7477,164,https://statistics.jnto.go.j
Afghanistan,4,2025,271.7949,290,https://statistics.jnto.go.j
Afghanistan,5,2025,304.6875,259,https://statistics.jnto.go.j
Afghanistan,6,2025,383.0986,343,https://statistics.jnto.go.j
Afghanistan,7,2025,0.0,,https://statistics.jnto.go.j
Afghanistan,8,2025,0.0,,https://statistics.jnto.go.j
Afghanistan,9,2025,0.0,,https://statistics.jnto.go.j
Afghanistan,10,2025,0.0,,https://statistics.jnto.go.j
Afghanistan,11,2025,0.0,,https://statistics.jnto.go.j
Afghanistan,12,2025,0.0,,https://statistics.jnto.go.j
Albania,1,2019,-92.7757,19,https://statistics.jnto.go.j
Albania,2,2019,-92.1951,16,https://statistics.jnto.go.j
Albania,3,2019,-84.4898,38,https://statistics.jnto.go.j
Albania,4,2019,-82.7869,42,https://statistics.jnto.go.j
Albania,5,2019,-61.6279,66,https://statistics.jnto.go.j
Albania,6,2019,-81.9277,45,https://statistics.jnto.go.j
Albania,7,2019,-83.2461,32,https://statistics.jnto.go.j
Albania,8,2019,-87.8882,39,https://statistics.jnto.go.j
Albania,9,2019,-90.3382,40,https://statistics.jnto.go.j
Albania,10,2019,-79.2683,68,https://statistics.jnto.go.j
Albania,11,2019,-75.8621,56,https://statistics.jnto.go.j
Albania,12,2019,-85.2941,30,https://statistics.jnto.go.j
Albania,1,2020,-86.6667,36,https://statistics.jnto.go.j
Albania,2,2020,-94.7368,15,https://statistics.jnto.go.j
Albania,3,2020,-97.1429,5,https://statistics.jnto.go.j
Albania,4,2020,-100.0,0,https://statistics.jnto.go.j
Albania,5,2020,0.0,0,https://statistics.jnto.go.j
Albania,6,2020,-100.0,0,https://statistics.jnto.go.j
Albania,7,2020,-100.0,0,https://statistics.jnto.go.j
Albania,8,2020,-97.8723,2,https://statistics.jnto.go.j
Albania,9,2020,-97.3333,2,https://statistics.jnto.go.j
Albania,10,2020,-93.8776,6,https://statistics.jnto.go.j
Albania,11,2020,-97.1264,5,https://statistics.jnto.go.j
Albania,12,2020,-99.1379,2,https://statistics.jnto.go.j
Albania,1,2021,-98.4848,2,https://statistics.jnto.go.j
Albania,2,2021,-97.9798,2,https://statistics.jnto.go.j
Albania,3,2021,-100.0,0,https://statistics.jnto.go.j
Albania,4,2021,-98.913,1,https://statistics.jnto.go.j
Albania,5,2021,-99.1736,1,https://statistics.jnto.go.j
Albania,6,2021,-96.4286,3,https://statistics.jnto.go.j
Albania,7,2021,-71.4286,26,https://statistics.jnto.go.j
Albania,8,2021,-92.8571,6,https://statistics.jnto.go.j
Albania,9,2021,-93.9394,6,https://statistics.jnto.go.j
Albania,10,2021,-99.7403,1,https://statistics.jnto.go.j
Albania,11,2021,-98.8281,3,https://statistics.jnto.go.j
Albania,12,2021,-99.4624,1,https://statistics.jnto.go.j
Albania,1,2022,-97.0874,3,https://statistics.jnto.go.j
Albania,2,2022,-99.4286,1,https://statistics.jnto.go.j
Albania,3,2022,-99.2095,2,https://statistics.jnto.go.j
Albania,4,2022,-98.3553,5,https://statistics.jnto.go.j
Albania,5,2022,-99.6678,1,https://statistics.jnto.go.j
Albania,6,2022,-100.0,0,https://statistics.jnto.go.j
Albania,7,2022,-96.1864,9,https://statistics.jnto.go.j
Albania,8,2022,-97.8022,6,https://statistics.jnto.go.j
Albania,9,2022,-98.3645,7,https://statistics.jnto.go.j
Albania,10,2022,-96.8831,12,https://statistics.jnto.go.j
Albania,11,2022,-93.9535,13,https://statistics.jnto.go.j
Albania,12,2022,-91.2134,21,https://statistics.jnto.go.j
Albania,1,2023,-95.4545,12,https://statistics.jnto.go.j
Albania,2,2023,-81.106,41,https://statistics.jnto.go.j
Albania,3,2023,-73.0392,55,https://statistics.jnto.go.j
Albania,4,2023,-83.105,37,https://statistics.jnto.go.j
Albania,5,2023,-46.2185,128,https://statistics.jnto.go.j
Albania,6,2023,-73.0233,58,https://statistics.jnto.go.j
Albania,7,2023,-87.3134,34,https://statistics.jnto.go.j
Albania,8,2023,-89.604,42,https://statistics.jnto.go.j
Albania,9,2023,-80.625,62,https://statistics.jnto.go.j
Albania,10,2023,-79.0378,61,https://statistics.jnto.go.j
Albania,11,2023,-73.8095,66,https://statistics.jnto.go.j
Albania,12,2023,-70.3057,68,https://statistics.jnto.go.j
Albania,1,2024,-90.7173,22,https://statistics.jnto.go.j
Albania,2,2024,-84.3931,27,https://statistics.jnto.go.j
Albania,3,2024,-54.1436,83,https://statistics.jnto.go.j
Albania,4,2024,-53.3632,104,https://statistics.jnto.go.j
Albania,5,2024,-64.6707,118,https://statistics.jnto.go.j
Albania,6,2024,-79.0909,46,https://statistics.jnto.go.j
Albania,7,2024,-86.8613,36,https://statistics.jnto.go.j
Albania,8,2024,-77.5316,71,https://statistics.jnto.go.j
Albania,9,2024,-75.6818,107,https://statistics.jnto.go.j
Albania,10,2024,-60.6771,151,https://statistics.jnto.go.j
Albania,11,2024,-62.7737,102,https://statistics.jnto.go.j
Albania,12,2024,-76.4706,64,https://statistics.jnto.go.j
Albania,1,2025,-88.2716,38,https://statistics.jnto.go.j
Albania,2,2025,-89.0411,32,https://statistics.jnto.go.j
Albania,3,2025,-16.4634,137,https://statistics.jnto.go.j
Albania,4,2025,-48.2759,150,https://statistics.jnto.go.j
Albania,5,2025,-55.2124,116,https://statistics.jnto.go.j
Albania,6,2025,-83.965,55,https://statistics.jnto.go.j
Albania,7,2025,0.0,,https://statistics.jnto.go.j
Albania,8,2025,0.0,,https://statistics.jnto.go.j
Albania,9,2025,0.0,,https://statistics.jnto.go.j
Albania,10,2025,0.0,,https://statistics.jnto.go.j
Albania,11,2025,0.0,,https://statistics.jnto.go.j
Albania,12,2025,0.0,,https://statistics.jnto.go.j
Algeria,1,2019,168.4211,51,https://statistics.jnto.go.j
Algeria,2,2019,162.5,42,https://statistics.jnto.go.j
Algeria,3,2019,86.8421,71,https://statistics.jnto.go.j
Algeria,4,2019,152.381,106,https://statistics.jnto.go.j
Algeria,5,2019,-13.6364,57,https://statistics.jnto.go.j
Algeria,6,2019,77.7778,80,https://statistics.jnto.go.j
Algeria,7,2019,234.375,107,https://statistics.jnto.go.j
Algeria,8,2019,397.4359,194,https://statistics.jnto.go.j
Algeria,9,2019,110.0,84,https://statistics.jnto.go.j
Algeria,10,2019,4.4118,71,https://statistics.jnto.go.j
Algeria,11,2019,69.6429,95,https://statistics.jnto.go.j
Algeria,12,2019,136.6667,71,https://statistics.jnto.go.j
Algeria,1,2020,88.8889,68,https://statistics.jnto.go.j
Algeria,2,2020,153.3333,38,https://statistics.jnto.go.j
Algeria,3,2020,120.0,11,https://statistics.jnto.go.j
Algeria,4,2020,0.0,0,https://statistics.jnto.go.j
Algeria,5,2020,0.0,0,https://statistics.jnto.go.j
Algeria,6,2020,0.0,0,https://statistics.jnto.go.j
Algeria,7,2020,0.0,0,https://statistics.jnto.go.j
Algeria,8,2020,-50.0,1,https://statistics.jnto.go.j
Algeria,9,2020,150.0,5,https://statistics.jnto.go.j
Algeria,10,2020,-83.3333,1,https://statistics.jnto.go.j
Algeria,11,2020,-20.0,4,https://statistics.jnto.go.j
Algeria,12,2020,0.0,2,https://statistics.jnto.go.j
Algeria,1,2021,0.0,2,https://statistics.jnto.go.j
Algeria,2,2021,-100.0,0,https://statistics.jnto.go.j
Algeria,3,2021,0.0,1,https://statistics.jnto.go.j
Algeria,4,2021,-100.0,0,https://statistics.jnto.go.j
Algeria,5,2021,0.0,1,https://statistics.jnto.go.j
Algeria,6,2021,66.6667,5,https://statistics.jnto.go.j
Algeria,7,2021,288.4615,101,https://statistics.jnto.go.j
Algeria,8,2021,1733.3333,110,https://statistics.jnto.go.j
Algeria,9,2021,-50.0,3,https://statistics.jnto.go.j
Algeria,10,2021,800.0,9,https://statistics.jnto.go.j
Algeria,11,2021,-33.3333,2,https://statistics.jnto.go.j
Algeria,12,2021,600.0,7,https://statistics.jnto.go.j
Algeria,1,2022,33.3333,4,https://statistics.jnto.go.j
Algeria,2,2022,300.0,4,https://statistics.jnto.go.j
Algeria,3,2022,650.0,15,https://statistics.jnto.go.j
Algeria,4,2022,120.0,11,https://statistics.jnto.go.j
Algeria,5,2022,16.0,17,https://statistics.jnto.go.j
Algeria,6,2022,0.0,11,https://statistics.jnto.go.j
Algeria,7,2022,88.8889,17,https://statistics.jnto.go.j
Algeria,8,2022,216.6667,19,https://statistics.jnto.go.j
Algeria,9,2022,300.0,28,https://statistics.jnto.go.j
Algeria,10,2022,283.3333,46,https://statistics.jnto.go.j
Algeria,11,2022,184.6154,37,https://statistics.jnto.go.j
Algeria,12,2022,76.1905,37,https://statistics.jnto.go.j
Algeria,1,2023,391.6667,59,https://statistics.jnto.go.j
Algeria,2,2023,29.2683,53,https://statistics.jnto.go.j
Algeria,3,2023,-7.2727,51,https://statistics.jnto.go.j
Algeria,4,2023,62.1622,60,https://statistics.jnto.go.j
Algeria,5,2023,-42.1875,74,https://statistics.jnto.go.j
Algeria,6,2023,39.6552,81,https://statistics.jnto.go.j
Algeria,7,2023,182.3529,96,https://statistics.jnto.go.j
Algeria,8,2023,171.4286,114,https://statistics.jnto.go.j
Algeria,9,2023,24.1935,77,https://statistics.jnto.go.j
Algeria,10,2023,77.0492,108,https://statistics.jnto.go.j
Algeria,11,2023,63.6364,108,https://statistics.jnto.go.j
Algeria,12,2023,2.9412,70,https://statistics.jnto.go.j
Algeria,1,2024,222.7273,71,https://statistics.jnto.go.j
Algeria,2,2024,200.0,81,https://statistics.jnto.go.j
Algeria,3,2024,-26.506,61,https://statistics.jnto.go.j
Algeria,4,2024,30.7692,136,https://statistics.jnto.go.j
Algeria,5,2024,33.8983,158,https://statistics.jnto.go.j
Algeria,6,2024,100.0,92,https://statistics.jnto.go.j
Algeria,7,2024,183.3333,102,https://statistics.jnto.go.j
Algeria,8,2024,107.0423,147,https://statistics.jnto.go.j
Algeria,9,2024,45.7944,156,https://statistics.jnto.go.j
Algeria,10,2024,-4.6358,144,https://statistics.jnto.go.j
Algeria,11,2024,82.3529,186,https://statistics.jnto.go.j
Algeria,12,2024,87.5,120,https://statistics.jnto.go.j
Algeria,1,2025,207.8947,117,https://statistics.jnto.go.j
Algeria,2,2025,153.125,81,https://statistics.jnto.go.j
Algeria,3,2025,-43.7956,77,https://statistics.jnto.go.j
Algeria,4,2025,57.3333,236,https://statistics.jnto.go.j
Algeria,5,2025,39.6552,162,https://statistics.jnto.go.j
Algeria,6,2025,167.2727,147,https://statistics.jnto.go.j
Algeria,7,2025,0.0,,https://statistics.jnto.go.j
Algeria,8,2025,0.0,,https://statistics.jnto.go.j
Algeria,9,2025,0.0,,https://statistics.jnto.go.j
Algeria,10,2025,0.0,,https://statistics.jnto.go.j
Algeria,11,2025,0.0,,https://statistics.jnto.go.j
Algeria,12,2025,0.0,,https://statistics.jnto.go.j
Andorra,1,2019,-92.1569,4,https://statistics.jnto.go.j
Andorra,2,2019,-73.8095,11,https://statistics.jnto.go.j
Andorra,3,2019,-92.9577,5,https://statistics.jnto.go.j
Andorra,4,2019,-66.9811,35,https://statistics.jnto.go.j
Andorra,5,2019,-38.5965,35,https://statistics.jnto.go.j
Andorra,6,2019,-81.25,15,https://statistics.jnto.go.j
Andorra,7,2019,-87.8505,13,https://statistics.jnto.go.j
Andorra,8,2019,-85.567,28,https://statistics.jnto.go.j
Andorra,9,2019,-78.5714,18,https://statistics.jnto.go.j
Andorra,10,2019,-63.3803,26,https://statistics.jnto.go.j
Andorra,11,2019,-72.6316,26,https://statistics.jnto.go.j
Andorra,12,2019,-73.2394,19,https://statistics.jnto.go.j
Andorra,1,2020,-86.7647,9,https://statistics.jnto.go.j
Andorra,2,2020,-86.8421,5,https://statistics.jnto.go.j
Andorra,3,2020,-72.7273,3,https://statistics.jnto.go.j
Andorra,4,2020,0.0,0,https://statistics.jnto.go.j
Andorra,5,2020,0.0,0,https://statistics.jnto.go.j
Andorra,6,2020,0.0,0,https://statistics.jnto.go.j
Andorra,7,2020,0.0,0,https://statistics.jnto.go.j
Andorra,8,2020,-100.0,0,https://statistics.jnto.go.j
Andorra,9,2020,-100.0,0,https://statistics.jnto.go.j
Andorra,10,2020,-100.0,0,https://statistics.jnto.go.j
Andorra,11,2020,-100.0,0,https://statistics.jnto.go.j
Andorra,12,2020,-100.0,0,https://statistics.jnto.go.j
Andorra,1,2021,-100.0,0,https://statistics.jnto.go.j
Andorra,2,2021,0.0,0,https://statistics.jnto.go.j
Andorra,3,2021,-100.0,0,https://statistics.jnto.go.j
Andorra,4,2021,0.0,0,https://statistics.jnto.go.j
Andorra,5,2021,-100.0,0,https://statistics.jnto.go.j
Andorra,6,2021,-100.0,0,https://statistics.jnto.go.j
Andorra,7,2021,-91.0891,9,https://statistics.jnto.go.j
Andorra,8,2021,-100.0,0,https://statistics.jnto.go.j
Andorra,9,2021,-100.0,0,https://statistics.jnto.go.j
Andorra,10,2021,-100.0,0,https://statistics.jnto.go.j
Andorra,11,2021,-100.0,0,https://statistics.jnto.go.j
Andorra,12,2021,-100.0,0,https://statistics.jnto.go.j
Andorra,1,2022,-75.0,1,https://statistics.jnto.go.j
Andorra,2,2022,-100.0,0,https://statistics.jnto.go.j
Andorra,3,2022,-100.0,0,https://statistics.jnto.go.j
Andorra,4,2022,-100.0,0,https://statistics.jnto.go.j
Andorra,5,2022,-100.0,0,https://statistics.jnto.go.j
Andorra,6,2022,-100.0,0,https://statistics.jnto.go.j
Andorra,7,2022,-88.2353,2,https://statistics.jnto.go.j
Andorra,8,2022,-94.7368,1,https://statistics.jnto.go.j
Andorra,9,2022,-96.4286,1,https://statistics.jnto.go.j
Andorra,10,2022,-93.4783,3,https://statistics.jnto.go.j
Andorra,11,2022,-94.5946,2,https://statistics.jnto.go.j
Andorra,12,2022,-89.1892,4,https://statistics.jnto.go.j
Andorra,1,2023,-74.5763,15,https://statistics.jnto.go.j
Andorra,2,2023,-77.3585,12,https://statistics.jnto.go.j
Andorra,3,2023,-60.7843,20,https://statistics.jnto.go.j
Andorra,4,2023,-66.6667,20,https://statistics.jnto.go.j
Andorra,5,2023,-91.8919,6,https://statistics.jnto.go.j
Andorra,6,2023,-75.3086,20,https://statistics.jnto.go.j
Andorra,7,2023,-76.0417,23,https://statistics.jnto.go.j
Andorra,8,2023,-59.6491,46,https://statistics.jnto.go.j
Andorra,9,2023,-66.2338,26,https://statistics.jnto.go.j
Andorra,10,2023,-87.963,13,https://statistics.jnto.go.j
Andorra,11,2023,-91.6667,9,https://statistics.jnto.go.j
Andorra,12,2023,-85.7143,10,https://statistics.jnto.go.j
Andorra,1,2024,-70.4225,21,https://statistics.jnto.go.j
Andorra,2,2024,-82.716,14,https://statistics.jnto.go.j
Andorra,3,2024,-59.0164,25,https://statistics.jnto.go.j
Andorra,4,2024,-77.2059,31,https://statistics.jnto.go.j
Andorra,5,2024,-88.6076,18,https://statistics.jnto.go.j
Andorra,6,2024,-58.6957,38,https://statistics.jnto.go.j
Andorra,7,2024,-54.902,46,https://statistics.jnto.go.j
Andorra,8,2024,-75.5102,36,https://statistics.jnto.go.j
Andorra,9,2024,-80.1282,31,https://statistics.jnto.go.j
Andorra,10,2024,-64.5833,51,https://statistics.jnto.go.j
Andorra,11,2024,-76.3441,44,https://statistics.jnto.go.j
Andorra,12,2024,-78.3333,26,https://statistics.jnto.go.j
Andorra,1,2025,-88.0342,14,https://statistics.jnto.go.j
Andorra,2,2025,-76.5432,19,https://statistics.jnto.go.j
Andorra,3,2025,-72.7273,21,https://statistics.jnto.go.j
Andorra,4,2025,-57.2034,101,https://statistics.jnto.go.j
Andorra,5,2025,-66.0494,55,https://statistics.jnto.go.j
Andorra,6,2025,-71.4286,42,https://statistics.jnto.go.j
Andorra,7,2025,0.0,,https://statistics.jnto.go.j
Andorra,8,2025,0.0,,https://statistics.jnto.go.j
Andorra,9,2025,0.0,,https://statistics.jnto.go.j
Andorra,10,2025,0.0,,https://statistics.jnto.go.j
Andorra,11,2025,0.0,,https://statistics.jnto.go.j
Andorra,12,2025,0.0,,https://statistics.jnto.go.j
Angola,1,2019,650.0,30,https://statistics.jnto.go.j
Angola,2,2019,-27.2727,8,https://statistics.jnto.go.j
Angola,3,2019,0.0,5,https://statistics.jnto.go.j
Angola,4,2019,-42.8571,20,https://statistics.jnto.go.j
Angola,5,2019,-60.0,14,https://statistics.jnto.go.j
Angola,6,2019,13.3333,17,https://statistics.jnto.go.j
Angola,7,2019,138.4615,31,https://statistics.jnto.go.j
Angola,8,2019,471.4286,160,https://statistics.jnto.go.j
Angola,9,2019,44.4444,26,https://statistics.jnto.go.j
Angola,10,2019,50.0,39,https://statistics.jnto.go.j
Angola,11,2019,19.2308,31,https://statistics.jnto.go.j
Angola,12,2019,-63.1579,7,https://statistics.jnto.go.j
Angola,1,2020,166.6667,24,https://statistics.jnto.go.j
Angola,2,2020,20.0,6,https://statistics.jnto.go.j
Angola,3,2020,-100.0,0,https://statistics.jnto.go.j
Angola,4,2020,0.0,0,https://statistics.jnto.go.j
Angola,5,2020,0.0,0,https://statistics.jnto.go.j
Angola,6,2020,0.0,0,https://statistics.jnto.go.j
Angola,7,2020,0.0,0,https://statistics.jnto.go.j
Angola,8,2020,0.0,1,https://statistics.jnto.go.j
Angola,9,2020,0.0,0,https://statistics.jnto.go.j
Angola,10,2020,0.0,0,https://statistics.jnto.go.j
Angola,11,2020,0.0,2,https://statistics.jnto.go.j
Angola,12,2020,0.0,2,https://statistics.jnto.go.j
Angola,1,2021,0.0,0,https://statistics.jnto.go.j
Angola,2,2021,0.0,4,https://statistics.jnto.go.j
Angola,3,2021,0.0,1,https://statistics.jnto.go.j
Angola,4,2021,0.0,3,https://statistics.jnto.go.j
Angola,5,2021,0.0,0,https://statistics.jnto.go.j
Angola,6,2021,0.0,0,https://statistics.jnto.go.j
Angola,7,2021,377.7778,43,https://statistics.jnto.go.j
Angola,8,2021,0.0,7,https://statistics.jnto.go.j
Angola,9,2021,0.0,3,https://statistics.jnto.go.j
Angola,10,2021,0.0,5,https://statistics.jnto.go.j
Angola,11,2021,0.0,2,https://statistics.jnto.go.j
Angola,12,2021,0.0,3,https://statistics.jnto.go.j
Angola,1,2022,800.0,9,https://statistics.jnto.go.j
Angola,2,2022,0.0,1,https://statistics.jnto.go.j
Angola,3,2022,0.0,3,https://statistics.jnto.go.j
Angola,4,2022,0.0,1,https://statistics.jnto.go.j
Angola,5,2022,0.0,16,https://statistics.jnto.go.j
Angola,6,2022,0.0,3,https://statistics.jnto.go.j
Angola,7,2022,50.0,3,https://statistics.jnto.go.j
Angola,8,2022,1.0,11,https://statistics.jnto.go.j
Angola,9,2022,700.0,8,https://statistics.jnto.go.j
Angola,10,2022,166.6667,8,https://statistics.jnto.go.j
Angola,11,2022,-50.0,1,https://statistics.jnto.go.j
Angola,12,2022,50.0,6,https://statistics.jnto.go.j
Angola,1,2023,40.0,21,https://statistics.jnto.go.j
Angola,2,2023,75.0,21,https://statistics.jnto.go.j
Angola,3,2023,755.0,171,https://statistics.jnto.go.j
Angola,4,2023,-70.0,6,https://statistics.jnto.go.j
Angola,5,2023,66.6667,10,https://statistics.jnto.go.j
Angola,6,2023,45.0,29,https://statistics.jnto.go.j
Angola,7,2023,-43.4783,13,https://statistics.jnto.go.j
Angola,8,2023,-4.3478,44,https://statistics.jnto.go.j
Angola,9,2023,23.0769,32,https://statistics.jnto.go.j
Angola,10,2023,23.0769,16,https://statistics.jnto.go.j
Angola,11,2023,200.0,27,https://statistics.jnto.go.j
Angola,12,2023,-40.0,6,https://statistics.jnto.go.j
Angola,1,2024,-47.619,11,https://statistics.jnto.go.j
Angola,2,2024,-7.1429,13,https://statistics.jnto.go.j
Angola,3,2024,-52.0,12,https://statistics.jnto.go.j
Angola,4,2024,-58.0645,13,https://statistics.jnto.go.j
Angola,5,2024,22.2222,22,https://statistics.jnto.go.j
Angola,6,2024,-42.1053,22,https://statistics.jnto.go.j
Angola,7,2024,-71.7391,13,https://statistics.jnto.go.j
Angola,8,2024,-41.6667,21,https://statistics.jnto.go.j
Angola,9,2024,-16.129,26,https://statistics.jnto.go.j
Angola,10,2024,-29.4118,36,https://statistics.jnto.go.j
Angola,11,2024,-68.1818,14,https://statistics.jnto.go.j
Angola,12,2024,-50.0,13,https://statistics.jnto.go.j
Angola,1,2025,100.0,28,https://statistics.jnto.go.j
Angola,2,2025,-10.5263,17,https://statistics.jnto.go.j
Angola,3,2025,61.9048,34,https://statistics.jnto.go.j
Angola,4,2025,-68.3168,32,https://statistics.jnto.go.j
Angola,5,2025,-58.1818,23,https://statistics.jnto.go.j
Angola,6,2025,-83.3333,7,https://statistics.jnto.go.j
Angola,7,2025,0.0,,https://statistics.jnto.go.j
Angola,8,2025,0.0,,https://statistics.jnto.go.j
Angola,9,2025,0.0,,https://statistics.jnto.go.j
Angola,10,2025,0.0,,https://statistics.jnto.go.j
Angola,11,2025,0.0,,https://statistics.jnto.go.j
Angola,12,2025,0.0,,https://statistics.jnto.go.j
Antigua and Barbuda,1,2019,-76.6667,7,https://statistics.jnto.go.j
Antigua and Barbuda,2,2019,-37.5,5,https://statistics.jnto.go.j
Antigua and Barbuda,3,2019,20.0,6,https://statistics.jnto.go.j
Antigua and Barbuda,4,2019,-80.0,4,https://statistics.jnto.go.j
Antigua and Barbuda,5,2019,-78.5714,3,https://statistics.jnto.go.j
Antigua and Barbuda,6,2019,-76.4706,4,https://statistics.jnto.go.j
Antigua and Barbuda,7,2019,-80.6452,6,https://statistics.jnto.go.j
Antigua and Barbuda,8,2019,-95.625,7,https://statistics.jnto.go.j
Antigua and Barbuda,9,2019,-76.9231,6,https://statistics.jnto.go.j
Antigua and Barbuda,10,2019,-76.9231,9,https://statistics.jnto.go.j
Antigua and Barbuda,11,2019,-77.4194,7,https://statistics.jnto.go.j
Antigua and Barbuda,12,2019,-14.2857,6,https://statistics.jnto.go.j
Antigua and Barbuda,1,2020,-66.6667,8,https://statistics.jnto.go.j
Antigua and Barbuda,2,2020,-66.6667,2,https://statistics.jnto.go.j
Antigua and Barbuda,3,2020,0.0,1,https://statistics.jnto.go.j
Antigua and Barbuda,4,2020,0.0,0,https://statistics.jnto.go.j
Antigua and Barbuda,5,2020,0.0,0,https://statistics.jnto.go.j
Antigua and Barbuda,6,2020,0.0,0,https://statistics.jnto.go.j
Antigua and Barbuda,7,2020,0.0,0,https://statistics.jnto.go.j
Antigua and Barbuda,8,2020,-100.0,0,https://statistics.jnto.go.j
Antigua and Barbuda,9,2020,0.0,0,https://statistics.jnto.go.j
Antigua and Barbuda,10,2020,0.0,0,https://statistics.jnto.go.j
Antigua and Barbuda,11,2020,-100.0,0,https://statistics.jnto.go.j
Antigua and Barbuda,12,2020,-100.0,0,https://statistics.jnto.go.j
Antigua and Barbuda,1,2021,0.0,0,https://statistics.jnto.go.j
Antigua and Barbuda,2,2021,-100.0,0,https://statistics.jnto.go.j
